timestamp,cadence
"01/17/2024, 17:50:32",
"01/17/2024, 17:50:35",
"01/17/2024, 17:50:38",
"01/17/2024, 17:50:41",
"01/17/2024, 17:50:44",4.69
"01/17/2024, 17:50:47",
"01/17/2024, 17:50:47",
"01/17/2024, 17:50:50",
"01/17/2024, 17:50:53",13.49
"01/17/2024, 17:50:54",
"01/17/2024, 17:50:56",43.98
"01/17/2024, 17:50:59",34.52
"01/17/2024, 17:51:03",64.04
"01/17/2024, 17:51:05",77.21
"01/17/2024, 17:51:09",77.04
"01/17/2024, 17:51:11",76.68
"01/17/2024, 17:51:15",78.73
"01/17/2024, 17:51:18",81.49
"01/17/2024, 17:51:21",82.18
"01/17/2024, 17:51:24",82.53
"01/17/2024, 17:51:30",81.89
"01/17/2024, 17:51:33",
"01/17/2024, 17:51:36",80.6
"01/17/2024, 17:51:42",82.17
"01/17/2024, 17:51:45",83.17
"01/17/2024, 17:51:48",83.45
"01/17/2024, 17:51:49",84.05
"01/17/2024, 17:51:51",81.34
"01/17/2024, 17:51:54",80.63
"01/17/2024, 17:51:55",76.42
"01/17/2024, 17:51:57",78.37
"01/17/2024, 17:52:00",79.9
"01/17/2024, 17:52:01",79.59
"01/17/2024, 17:52:04",80.34
"01/17/2024, 17:52:06",80.42
"01/17/2024, 17:52:10",81.57
"01/17/2024, 17:52:12",82.64
"01/17/2024, 17:52:16",81.92
"01/17/2024, 17:52:19",81.08
"01/17/2024, 17:52:21",81.65
"01/17/2024, 17:52:25",82.44
"01/17/2024, 17:52:28",83.39
"01/17/2024, 17:52:28",81.92
"01/17/2024, 17:52:31",81.4
"01/17/2024, 17:52:34",79.76
"01/17/2024, 17:52:34",79.9
"01/17/2024, 17:52:37",
"01/17/2024, 17:52:40",81.76
"01/17/2024, 17:52:43",78.95
"01/17/2024, 17:52:46",78.37
"01/17/2024, 17:52:50",79.64
"01/17/2024, 17:52:52",80.76
"01/17/2024, 17:52:55",80.74
"01/17/2024, 17:52:56",78.97
"01/17/2024, 17:52:58",80.95
"01/17/2024, 17:53:01",81.38
"01/17/2024, 17:53:02",82.25
"01/17/2024, 17:53:05",81.16
"01/17/2024, 17:53:07",80.31
"01/17/2024, 17:53:08",81.32
"01/17/2024, 17:53:11",81.35
"01/17/2024, 17:53:14",81.43
"01/17/2024, 17:53:17",80.16
"01/17/2024, 17:53:20",80.66
"01/17/2024, 17:53:23",81.22
"01/17/2024, 17:53:26",80.37
"01/17/2024, 17:53:29",80.31
"01/17/2024, 17:53:29",79.38
"01/17/2024, 17:53:32",81.96
"01/17/2024, 17:53:35",82.11
"01/17/2024, 17:53:38",81.62
"01/17/2024, 17:53:41",
"01/17/2024, 17:53:44",81.46
"01/17/2024, 17:53:47",80.26
"01/17/2024, 17:53:50",78.57
"01/17/2024, 17:53:53",84.03
"01/17/2024, 17:53:56",81.92
"01/17/2024, 17:53:57",
"01/17/2024, 17:54:00",79.66
"01/17/2024, 17:54:02",80.79
"01/17/2024, 17:54:03",81.0
"01/17/2024, 17:54:06",81.65
"01/17/2024, 17:54:08",80.63
"01/17/2024, 17:54:12",80.98
"01/17/2024, 17:54:15",84.05
"01/17/2024, 17:54:18",80.1
"01/17/2024, 17:54:21",81.43
"01/17/2024, 17:54:24",81.3
"01/17/2024, 17:54:27",82.91
"01/17/2024, 17:54:30",81.19
"01/17/2024, 17:54:30",
"01/17/2024, 17:54:33",81.46
"01/17/2024, 17:54:36",81.89
"01/17/2024, 17:54:37",82.03
"01/17/2024, 17:54:39",81.74
"01/17/2024, 17:54:46",
"01/17/2024, 17:54:51",83.18
"01/17/2024, 17:54:54",83.2
